id,product_text,retailer,category
14123,VENUS RAZORS,Kroger,beauty & grooming
14124,WHEATBAGELS 4CT,Publix,bakery
14125,STRAVBERRIIES PREM,Publix,produce
14126,KROGER SHRED CHEESE,Kroger,dairy
14127,SAM ADAMS SINGLE,Publix,beer
14128,SAVE AN EDDITIONAL,Kroger,not an item
14129,WT APL GAA,Kroger,produce
14130,PBX RECON 0J WCAL,Publix,beverages
14131,VANILLA ALMD CRNCHH,Publix,breakfast & cereal
14132,60,Kroger,not an item
14133,CARROT CELRY STICK,Kroger,produce
14134,STONY 1 STRAWBERR,Kroger,dairy
14135,BERTOLLI 4 CHEESE,Publix,"condiments, sauces & seasonings"
14136,ORG GARLIC SPICE,Publix,"condiments, sauces & seasonings"
14137,RISKEE CATFOOD,Publix,pets
14138,REDS BURRITO CKLM,Publix,frozen foods
14139,GG STM WHL GR BEAN,Publix,canned goods & soups
14140,R SUGAR,Kroger,baking
14141,G CHICKEN TENDER,Kroger,"meat, seafood, & poultry"
14142,STAKES,Kroger,candy & gum
14143,RSTTURKY,Kroger,deli
14144,TTOTTALL,Kroger,not an item
14145,S KRGRSVINS,Kroger,not an item
14146,INTRNTLDLTCCRMR,Kroger,dairy
14147,KENS CREAMY CAESA,Publix,"condiments, sauces & seasonings"
14148,VEETEE RICE,Kroger,grains & pasta
14149,KRAFT AMER CHSE,Safeway,dairy
14150,KRO BREAD SAVINGS,Kroger,not an item
14151,GGEISHA WTR CHESTNT,Publix,canned goods & soups
14152,BOUNCE FRESH LINEN,Publix,household essentials
14153,GARDEN SALAD SMALL,Publix,produce
14154,ICIPATING ITEMS,Kroger,not an item
14155,YOPLTDBOSTON CREM,Publix,dairy
14156,MNMD PUNCHH,Kroger,beverages
14157,VERIIFIED BY PIN,Kroger,not an item
14158,KRO PIIE CRUST,Kroger,bakery
14159,PUB PREM ALMD C0C0,Publix,"snacks, cookies, & chips"
14160,S MSTRPCE STAX,Kroger,"snacks, cookies, & chips"
14161,2 QTY LRG HASS A,Safeway,produce
14162,OLAY CREAM,Kroger,beauty & grooming
14163,1 2F0R 400,Kroger,not an item
14164,MM CRNCH CHIC TURK,Publix,deli
14165,EAS VAN SHAKE,Kroger,beverages
14166,SAVE 40 SOUR CRM,Kroger,dairy
14167,MFRTS BABY F00D,Kroger,baby & kids
14168,CONECUH SM SAUSAGE,Publix,"meat, seafood, & poultry"
14169,MILKY WAY FUN SIZE,Kroger,candy & gum
14170,KGER SVINS,Kroger,not an item
14171,RRASPBERRIES PPC,Kroger,produce
14172,SPAGHH,Kroger,grains & pasta
14173,MLKB HLTHY JOINTS,Kroger,pets
14174,HTGFCCHK THI,Kroger,"meat, seafood, & poultry"
14175,SF GELATIN MIX,Kroger,"snacks, cookies, & chips"
14176,L 0 F HAM,Kroger,deli
14177,MR CLEAN ERASER,Publix,household essentials
14178,TYSN CHICKEN FRIESPC,Kroger,frozen foods
14179,PARTICIPAING ITEMS,Kroger,not an item
14180,KKOGER SVINS,Kroger,not an item
14181,DELMNT WHL GRN BN,Kroger,canned goods & soups
14182,NAB TRISCUITWAFER,Kroger,"snacks, cookies, & chips"
14183,CHAAGE,Kroger,not an item
14184,LEMON JUICE,Kroger,beverages
14185,BO ECON FUELDIG,Kroger,not an item
14186,FRTTTRAY IS,Kroger,produce
14187,HAM BLK FOREST PT,Safeway,deli
14188,MARKETPLACE LOCATIONS,Kroger,not an item
14189,OSCM HOT DOG PPC,Kroger,"meat, seafood, & poultry"
14190,SAVE ANADDIITIONAL,Kroger,not an item
14191,LUYCHABLES BASIC,Safeway,"snacks, cookies, & chips"
14192,SIG APPLES GALA,Safeway,produce
14193,SB SPREAD OLIVE 0I,Kroger,dairy
14194,PRVT SLCTN WAFFLE,Kroger,frozen foods
14195,NSC 0RE0 COOKIES,Kroger,"snacks, cookies, & chips"
14196,PPRMOTION,Publix,not an item
14197,STONEFIRE NAAN ORI,Kroger,bakery
14198,KRO CORN 0,Kroger,frozen foods
14199,TOPVROUND STEAK,Kroger,"meat, seafood, & poultry"
14200,PBX PEPPER JCK CUT,Publix,dairy
14201,SAVE LP T0,Kroger,not an item
14202,SNUGGLE SUPERFRESHH,Publix,household essentials
14203,ARMR LUNCMK,Kroger,"snacks, cookies, & chips"
14204,WT GRAPES BLACK PPC,Kroger,produce
14205,PK CNTRY RIB VP,Safeway,"meat, seafood, & poultry"
14206,TWIX PB CREAMY,Kroger,"condiments, sauces & seasonings"
14207,SHARP CHDR,Kroger,dairy
14208,JUUST FOR U SAVIINGS,Safeway,not an item
14209,SAVE UP T1,Kroger,not an item
14210,EMERALD HNY RSTPN,Publix,household essentials
14211,TWIX BAR PPC,Kroger,candy & gum
14212,SNIORDISC,Kroger,not an item
14213,JACKSON WAFERS,Publix,"snacks, cookies, & chips"
14214,L FRANKS,Kroger,"meat, seafood, & poultry"
14215,KKSHIBARS,Kroger,"snacks, cookies, & chips"
14216,DKS CRAB CKE,Kroger,frozen foods
14217,SUCCESS RICE,Publix,grains & pasta
14218,KKRO BROWN RICE,Kroger,grains & pasta
14219,BSTNMK SLSBRY STK,Kroger,frozen foods
14220,RED VINES,Kroger,candy & gum
14221,DDGRE MEN,Kroger,beauty & grooming
14222,PUFFS BASIC,Publix,household essentials
14223,2 QTY GREEN BELL,Safeway,produce
14224,DISCOUNT NOT AVALABLE IN,Kroger,not an item
14225,ENTMDONUTS,Kroger,"snacks, cookies, & chips"
14226,HALLS MENTHOLYP,Publix,dairy
14227,FRUITCCUP,Kroger,canned goods & soups
14228,CLBY JK,Safeway,dairy
14229,FEBRZ AIR LNENSKY,Publix,household essentials
14230,AMY S INDIAN,Publix,"condiments, sauces & seasonings"
14231,BHBLCK FORESTHAM,Publix,deli
14232,WT TOMATOES 0N VINE,Safeway,produce
14233,HEBA CATFOOD,Kroger,pets
14234,PACF SOUP,Kroger,canned goods & soups
14235,KROUER SAVINGS,Kroger,not an item
14236,BBOBR FLAX SEED,Kroger,bakery
14237,GM RCE CHEX CEREAL,Publix,breakfast & cereal
14238,E SALSA,Kroger,"snacks, cookies, & chips"
14239,PORK TENDRLN PPC,Kroger,"meat, seafood, & poultry"
14240,DIETTPEPSI,Kroger,beverages
14241,SAVN,Kroger,not an item
14242,THINKTHIN BROWNIE,Publix,health & wellness
14243,LIIMIITTONE 50 FUEL PT BONUS PER 7,Kroger,not an item
14244,OSCM PPRNI CHS,Kroger,"snacks, cookies, & chips"
14245,CAMPDSOUP,Kroger,canned goods & soups
14246,OMMAYO,Kroger,"condiments, sauces & seasonings"
14247,RAMN NODLE,Kroger,canned goods & soups
14248,KKRO IC SND,Kroger,frozen foods
14249,KNR RICE CHIC BROC,Publix,grains & pasta
14250,SPINACHBBUNCHH,Kroger,produce
14251,EAST AIRPORT,Kroger,not an item
14252,KKRO OLLIVES,Kroger,"condiments, sauces & seasonings"
14253,HERBAL ESSCOND,Publix,beauty & grooming
14254,KKRO SHRED CHEESEEPPC,Kroger,dairy
14255,BBRHD SANDWCHH,Kroger,deli
14256,GAIN FAB SFTNR,Kroger,household essentials
14257,KRO CORN TOTS,Kroger,frozen foods
14258,KKRO SLC WHT POTATO,Kroger,bakery
14259,KKROGER 0J PPC,Kroger,beverages
14260,VAN PROTEIN PLUS,Kroger,beverages
14261,NANA ORGNC,Kroger,produce
14262,WT YAMJWL ORG,Kroger,produce
14263,AROGER SAVINGS,Kroger,not an item
14264,SAVE ANADDIITIIONAL,Kroger,not an item
14265,WT CHERRIIES RED,Kroger,produce
14266,DC BIG G CEREALS,Publix,breakfast & cereal
14267,KROGER MNDRN ORNGEPC,Kroger,canned goods & soups
14268,CHICKEN BREAST,Publix,"meat, seafood, & poultry"
14269,GER SAIINGS,Kroger,not an item
14270,CD GINGER ALE,Kroger,beverages
14271,L COLESLAW,Kroger,deli
14272,S KOGR SWINS,Kroger,not an item
14273,SGDLRFMILK PPC,Kroger,dairy
14274,POTATO SWT,Kroger,produce
14275,POMEGRANATES,Publix,produce
14276,KRO GR MSTD,Kroger,"condiments, sauces & seasonings"
14277,1 0 5 FOR 500,Publix,not an item
14278,PUBLIX FRENCHTST,Publix,frozen foods
14279,ALOUPE,Kroger,produce
14280,BBB TUR P0 KIELBASA,Publix,"meat, seafood, & poultry"
14281,BBHHBLCK FORESTHAM,Publix,deli
14282,OSCM LUNCHABLE C,Publix,"snacks, cookies, & chips"
14283,ANNIE FRUITSNACK,Kroger,"snacks, cookies, & chips"
14284,GATORAEG2,Kroger,beverages
14285,1 E 25,Kroger,not an item
14286,PUBLIX PARTY PEANT,Publix,produce
14287,E BAR SOAP,Kroger,beauty & grooming
14288,SC KROGER PIZZA,Kroger,frozen foods
14289,KRO POPPY SEED,Kroger,produce
14290,DELM POTATOES,Kroger,produce
14291,T COFFEE,Kroger,beverages
14292,PROMOTIONN,Publix,not an item
14293,SOUR PUNCHH,Kroger,candy & gum
14294,CB 2 CHD STCK,Publix,dairy
14295,LUVO CHKN CHLE VRDPC,Kroger,frozen foods
14296,JHNS CKNG SSGE,Kroger,frozen foods
14297,SABRA GARLIC SNKR,Kroger,"snacks, cookies, & chips"
14298,RR SPOUP BONES BF,Publix,pets
14299,LCARD SAVIINGS,Safeway,not an item
14300,PRSLHNY HAM,Kroger,deli
14301,WT APPLES HONEYCRISPVPC,Kroger,produce
14302,IMAG TOM SP,Publix,canned goods & soups
14303,ORGANIC BEETS RED,Publix,produce
14304,HRMLPPRONI,Kroger,deli
14305,PUB DIETTTONIC WAT,Publix,beverages
14306,CHEFS CUTJERKY,Kroger,"snacks, cookies, & chips"
14307,EMPLOYEE,Kroger,not an item
14308,HWN PNCH DRNK MIX,Kroger,beverages
14309,LOW GREAT PRICES,Kroger,not an item
14310,MCCORMICK PIE SPCE,Publix,"condiments, sauces & seasonings"
14311,KRO MUSHROOM PPC,Kroger,canned goods & soups
14312,MOUNTAIN DEH,Publix,beverages
14313,KRO VINEGAR C,Kroger,"condiments, sauces & seasonings"
14314,KRAGER LOW GREAT PRICES,Kroger,not an item
14315,FFY MUFFIN MIX,Kroger,baking
14316,RESULAR PRICE,Safeway,not an item
14317,JVF CHIPS,Kroger,"snacks, cookies, & chips"
14318,3 QTY CUCUMBERS,Safeway,produce
14319,ST BRKFST SSG LNKSPC,Publix,"meat, seafood, & poultry"
14320,MC SCANNED TAX,Kroger,not an item
14321,P0LLY0 PSKM MOZZ,Publix,dairy
14322,CRSPBRD,Kroger,bakery
14323,TSTKAK PECAN SPINS,Kroger,"snacks, cookies, & chips"
14324,BBAR S BOLOGN PPC,Kroger,deli
14325,KDCS FUN NUG,Publix,frozen foods
14326,LATEEJULY LIME,Publix,"snacks, cookies, & chips"
14327,PPRSL TKY BRS,Kroger,deli
14328,1 1 3 FOR 1000,Kroger,not an item
14329,FRT TRAY IS,Kroger,produce
14330,SC KROGER BROTH,Kroger,canned goods & soups
14331,2 FOR 450,Publix,not an item
14332,2608 WEST FM,Kroger,not an item
14333,E FRZN BROC,Kroger,frozen foods
14334,CARD GETWELL,Publix,household essentials
14335,MR CLEAN CITRUS LQ,Publix,household essentials
14336,LEAN POCKET BRKFSTPC,Kroger,frozen foods
14337,SLAMMERS EPIC,Publix,beverages
14338,GREEK VIN MARIES,Publix,"condiments, sauces & seasonings"
14339,KRO CRANBERRY JCE,Kroger,beverages
14340,PBX NOT SMD PRV SL,Kroger,dairy
14341,C 106,Kroger,not an item
14342,CESAR FILETMIGNON,Publix,pets
14343,PUB REUSABLEEBAG,Publix,household essentials
14344,N CHOMMLK,Kroger,dairy
14345,BTTNO PIIZZAA,Publix,frozen foods
14346,PPUBLIXMILK RF2,Publix,dairy
14347,BBIC MECH PENCIL,Kroger,household essentials
14348,BBRHD GEN SLM,Kroger,deli
14349,ACK PACK GELATIN,Kroger,"snacks, cookies, & chips"
14350,GRITS,Kroger,grains & pasta
14351,RES PRICE,Safeway,grains & pasta
14352,T PARMESN,Kroger,dairy
14353,PBELLLS SOUP,Kroger,canned goods & soups
14354,BBE SFFFLV RNCHBRC,Publix,frozen foods
14355,PPUBLIX SUGAR,Publix,baking
14356,BBANQ BNS TKY SG PT,Publix,"meat, seafood, & poultry"
14357,MR SHELLGC,Kroger,grains & pasta
14358,KKRO FZ BDSTK,Kroger,frozen foods
14359,LIMIITONE 50,Kroger,frozen foods
14360,BHMESQ TRKY BRST,Publix,deli
14361,TOP ROUND STEAK,Kroger,"meat, seafood, & poultry"
14362,DANIMALS STRABERR,Publix,dairy
14363,KRO CRAB FLK PPC,Kroger,"meat, seafood, & poultry"
14364,TSTKAK CHERRY PIE,Kroger,"snacks, cookies, & chips"
14365,SLT,Kroger,"condiments, sauces & seasonings"
14366,KRO TURKEY JERKY,Kroger,"snacks, cookies, & chips"
14367,CASSEROLELASAGNA,Publix,grains & pasta
14368,KH MINI RLLS 6 PK,Publix,bakery
14369,1 2 FOR 315,Kroger,not an item
14370,HERBAL SS COND,Publix,beauty & grooming
14371,LACKBERRY,Kroger,produce
14372,1 2 FOR 3300,Kroger,not an item
14373,MRSG SOUPMIX,Kroger,"condiments, sauces & seasonings"
14374,SKNYCW ICED COFFEE,Publix,beverages
14375,OVENFRY COATING,Kroger,baking
14376,SSNG PPC,Kroger,"condiments, sauces & seasonings"
14377,SSAGE,Kroger,"meat, seafood, & poultry"
14378,OLDL MELBA TOAST,Kroger,"snacks, cookies, & chips"
14379,KRFT EZ CHEESE,Kroger,"snacks, cookies, & chips"
14380,NN0 BUTTER HAM BUN,Publix,bakery
14381,T FRZN VEG,Kroger,frozen foods
14382,CLICKLIST,Kroger,not an item
14383,PF GDFSH 9 CT,Publix,"snacks, cookies, & chips"
14384,FINISH PBALL FRSHH,Publix,household essentials
14385,QT SKM,Publix,dairy
14386,STCOCONUTMILK,Kroger,dairy
14387,SSTCCORN,Kroger,produce
14388,BANQ CKN FNG,Kroger,frozen foods
14389,BBCHNTBBABY PPC,Kroger,baby & kids
14390,OCSP CRN GRP JC 6PPC,Kroger,beverages
14391,CAMP SKILLET SAUCE,Publix,"condiments, sauces & seasonings"
14392,CS HUSHPUPPY,Kroger,baking
14393,GGNT FRZN SPNCH,Kroger,frozen foods
14394,MPLOYEEDISC,Kroger,not an item
14395,COTTAGE CHSE,Safeway,dairy
14396,NOOSA YOGURT PPC,Kroger,dairy
14397,SALAD OLIVES,Publix,"condiments, sauces & seasonings"
14398,WATER BOTTLE,Kroger,household essentials
14399,SNGGLDRYR SHTS,Kroger,household essentials
14400,MOTTS FRTPNCHHJCE,Publix,baby & kids
14401,VIISITT WWW,Kroger,not an item
14402,LING DUMPLNG,Kroger,household essentials
14403,LLB CHOC CHIPMUFF,Publix,"snacks, cookies, & chips"
14404,PUB MAKEUP RMVR,Publix,beauty & grooming
14405,IETCCOKE,Kroger,beverages
14406,G HAM,Publix,"meat, seafood, & poultry"
14407,WT YAMS JUMBO,Kroger,produce
14408,GGOGO SQZ APPCINNA,Publix,canned goods & soups
14409,CALIDAD TORT CHIP,Kroger,"snacks, cookies, & chips"
14410,KRO VAL BUNS,Kroger,bakery
14411,BBAY BRIDGE MERLOT,Kroger,wine
14412,WHEATTHINS,Kroger,"snacks, cookies, & chips"
14413,LWT BBANANAS,Safeway,produce
14414,CHHANGE 5,Kroger,not an item
14415,FX KRO SALINE SLTN,Kroger,"snacks, cookies, & chips"
14416,PUB MANDARIN ORANG,Kroger,canned goods & soups
14417,TWO VALLID FORNS,Kroger,not an item
14418,PARSNIPS,Kroger,produce
14419,PRSL BWN TKY GNG,Publix,"meat, seafood, & poultry"
14420,WIHOUR,Kroger,not an item
14421,IMIT ONE 50 FUEL PT BONUS PER 7,Kroger,not an item
14422,1 101000,Kroger,not an item
14423,SAVE 1 DELI BKRY,Kroger,not an item
14424,STO VEGETABLES PPC,Kroger,frozen foods
14425,OM TURKEY SUB LUNCPC,Publix,"snacks, cookies, & chips"
14426,OM MT BLGNA,Kroger,deli
14427,BUBBA BURGER ORIG,Publix,frozen foods
14428,PFMCH MILANO CKI,Publix,"snacks, cookies, & chips"
14429,AVINGSPC,Kroger,not an item
14430,SNKPK PUDING,Kroger,"snacks, cookies, & chips"
14431,BRNK BITES,Kroger,"snacks, cookies, & chips"
14432,JUN 2017KC THRU 14 JUN,Kroger,not an item
14433,L SAUCE PPC,Kroger,"condiments, sauces & seasonings"
14434,SAVEE,Kroger,not an item
14435,E 101000 DANNON YOGURT,Kroger,dairy
14436,PUBBLK BNS SEAS,Publix,"condiments, sauces & seasonings"
14437,KROER PLUS CUSOMER,Kroger,not an item
14438,KKRO TOMATOES C,Kroger,produce
14439,SCRZ APL SCE,Kroger,"condiments, sauces & seasonings"
14440,R SVNG,Kroger,not an item
14441,OROBREAD PPC,Kroger,bakery
14442,DM FRT REFRESHERS,Publix,beverages
14443,KRO PNUTRS,Kroger,produce
14444,PRED FOIL BK PAN,Publix,household essentials
14445,HORMEL NC CHRY HM,Publix,"snacks, cookies, & chips"
14446,ERTE YOGURT,Kroger,dairy
14447,SB SCRUB SPNG,Kroger,household essentials
14448,2125 WHITE SHRIMP,Kroger,"meat, seafood, & poultry"
14449,FX NXCR BANDAGE,Kroger,health & wellness
14450,HOT WHEELS,Kroger,toys & games
14451,LSSN TEA,Kroger,beverages
14452,BBRHD TURKEY,Kroger,deli
14453,VELVEETAORIG CUPS,Publix,canned goods & soups
14454,PRDU CH THGHH,Kroger,"meat, seafood, & poultry"
14455,C KOGR SVNS,Kroger,not an item
14456,PBX DIP CHICK BUFF,Kroger,"snacks, cookies, & chips"
14457,S SHAVE GEL,Kroger,beauty & grooming
14458,BBIC MECHNAL PENCIL,Publix,household essentials
14459,E 10400,Kroger,not an item
14460,DMND MATCHES,Kroger,household essentials
14461,LYSOL SPRAY,Kroger,household essentials
14462,NEH YORK STRIPDSTK,Publix,"meat, seafood, & poultry"
14463,BBARLLASSAUCE,Kroger,"condiments, sauces & seasonings"
14464,DDRNKMX,Kroger,beverages
14465,ORGANIC PEACHES,Kroger,produce
14466,KRO CHLE PEPPER,Kroger,produce
14467,DEBIIT PURCCHASE,Kroger,not an item
14468,HOST TWINKIE,Kroger,"snacks, cookies, & chips"
14469,T TEA,Kroger,beverages
14470,RRYND BKNG CP,Kroger,baking
14471,CS NATURAL FLAKES,Publix,breakfast & cereal
14472,DEBIT E,Kroger,not an item
14473,S WHL CELLO,Kroger,produce
14474,DANON YOUT,Kroger,dairy
14475,TKY BURGER,Kroger,frozen foods
14476,CARD VAL,Publix,not an item
14477,OEPDDINNER KITT,Publix,boxed meals
14478,DEL MONTE FRUIT CUPPC,Kroger,canned goods & soups
14479,HAN KIDBEAN,Publix,canned goods & soups
14480,ANNON YOGURT PPC,Kroger,dairy
14481,0S WHITE CRANPCHH,Publix,beverages
14482,OUTON,Kroger,produce
14483,LIMES KEY,Publix,produce
14484,1 2 FOR 899,Publix,not an item
14485,SWEEPSTTAKES SEE,Kroger,not an item
14486,BBEFFZN VEGETABLES,Publix,frozen foods
14487,BBCHNTBABY 0,Kroger,baby & kids
14488,SKINTIMATE SHV GELPC,Publix,beauty & grooming
14489,TROPICANA 0J,Publix,beverages
14490,DANIMALS RASPBERRY,Kroger,dairy
14491,TAMPAXXTAMPONS,Publix,health & wellness
14492,CAPRI 10PK PUNCHH,Kroger,beverages
14493,KRO CHS DIP PPC,Kroger,"snacks, cookies, & chips"
14494,HAM SUB LBL UPLPC,Kroger,"snacks, cookies, & chips"
14495,KKRAFTMACCHS,Kroger,grains & pasta
14496,PAN CORN MEAL,Publix,baking
14497,BBEYE FRZN BRWN RC,Kroger,frozen foods
14498,TOOTHBRUSHH,Kroger,health & wellness
14499,KROCKG SPRY,Kroger,baking
14500,TYSON BSKNLS BRST,Kroger,frozen foods
14501,SAV INGS,Kroger,not an item
14502,KRO TORT HP PPC,Kroger,"snacks, cookies, & chips"
14503,PF PIZZA GOLDFISH,Publix,"snacks, cookies, & chips"
14504,359,Publix,not an item
14505,CUCUMBER HOT HOUSE,Kroger,produce
14506,V GEL,Kroger,beauty & grooming
14507,GINGERROOT,Publix,produce
14508,SC KKROGER AVINGS,Kroger,not an item
14509,PPRSL SWS CHS GNG,Kroger,dairy
14510,KANZI APPLES,Publix,produce
14511,BBLTHJUICE PPC,Kroger,beverages
14512,QUAK CH DIPCCHO F,Publix,"snacks, cookies, & chips"
14513,WMIX CAT F00D,Kroger,pets
14514,STARKISTLNCH KIT,Publix,canned goods & soups
14515,VITA NOVA SALMON,Publix,"meat, seafood, & poultry"
14516,NTGR BAR,Publix,beauty & grooming
14517,STN BCK RIB,Kroger,"meat, seafood, & poultry"
14518,KRAFTTTARTAR SAUCE,Publix,"condiments, sauces & seasonings"
14519,SPKLG ICE STW WTRM,Kroger,beverages
14520,CABOTHTR Y CD BAR,Kroger,dairy
14521,0M LABL PEPPPIZZ,Publix,"snacks, cookies, & chips"
14522,CFVL MUFFIN,Kroger,bakery
14523,5 0R 600,Publix,not an item
14524,HWY 96,Kroger,breakfast & cereal
14525,KRO DRN CLNR,Kroger,household essentials
14526,ALL POWERCORE,Publix,household essentials
14527,KKRAFTTMAC,Kroger,grains & pasta
14528,P S SALMON,Kroger,canned goods & soups
14529,HRML BF RST,Kroger,deli
14530,SIG RICE,Safeway,grains & pasta
14531,S0L0 CUPS REFILL,Publix,household essentials
14532,KROMTBALLS,Kroger,frozen foods
14533,LOL MUENSTER,Publix,dairy
14534,KROCCORN,Kroger,frozen foods
14535,1167 HWY,Kroger,not an item
14536,WITHLOURLLOW,Kroger,not an item
14537,WRGLY EXTRA PLRICEPC,Kroger,candy & gum
14538,CCS IN RICE,Kroger,grains & pasta
14539,WT ONIONS REDJUMO,Kroger,produce
14540,WT CHLQ BANANAS,Kroger,produce
14541,FRS TSTD OATS,Kroger,breakfast & cereal
14542,CHICKEN FLORENTINE,Publix,frozen foods
14543,ORGANIC PORTABELLA,Kroger,produce
14544,CBADMMINIRAVIOLI,Kroger,canned goods & soups
14545,KRO YGRTTUBES,Kroger,dairy
14546,GERSVINGS,Kroger,not an item
14547,KNORR RIICE SIDES,Kroger,grains & pasta
14548,0IEC SEASON CRI,Publix,"condiments, sauces & seasonings"
14549,ST KIELBASA SAUSAG,Kroger,"meat, seafood, & poultry"
14550,DEL MNT SWEET PEAS,Kroger,canned goods & soups
14551,KKROBREAD PPC,Kroger,bakery
14552,PFARM CAKE,Kroger,frozen foods
14553,MIO WR ENHN,Kroger,beverages
14554,TR0P50 N0 PULP,Kroger,beverages
14555,BAKED CHEETOS,Kroger,"snacks, cookies, & chips"
14556,CHUP,Kroger,"condiments, sauces & seasonings"
14557,OGER MNDRN ORNGE,Kroger,canned goods & soups
14558,UND STEAK,Kroger,"meat, seafood, & poultry"
14559,STO BLACK BEAN ORG,Kroger,canned goods & soups
14560,GGATORADE FUEL BAR,Kroger,health & wellness
14561,PRING ORIGINAL,Publix,"snacks, cookies, & chips"
14562,JAR CANDLE,Kroger,household essentials
14563,NORR RICE SIDES,Kroger,grains & pasta
14564,SODA 2 LTRS 55,Kroger,beverages
14565,MTCHM DEODORANT,Kroger,beauty & grooming
14566,KROGER SNACK BAG,Kroger,household essentials
14567,ROGER SVINS,Kroger,not an item
14568,INABBURRITO,Kroger,frozen foods
14569,PERDUE MARIBREAST,Kroger,"meat, seafood, & poultry"
14570,KALEBUNCHH,Kroger,produce
14571,KRO BEEF BURGERS,Publix,"meat, seafood, & poultry"
14572,KRO CUTLLERY,Kroger,household essentials
14573,BLTHHJUICE,Kroger,beverages
14574,VIGO MEXICAN RICE,Publix,grains & pasta
14575,PRSL BBQ SAUCE,Kroger,"condiments, sauces & seasonings"
14576,PCHP SEA SALTED,Kroger,"snacks, cookies, & chips"
14577,1905 N JACKSON STE,Kroger,not an item
14578,HRZN COLBY,Kroger,dairy
14579,MXHS FRENCH RST,Kroger,beverages
14580,LIBBY GREEN BEANS,Publix,canned goods & soups
14581,WT ROMA TOMATO PPC,Kroger,produce
14582,DEBIT 46,Kroger,not an item
14583,BEEF BOLOGNA,Publix,deli
14584,SUNNY D PUYCHH,Kroger,beverages
14585,BBAY BRIDGE MOSCATO,Kroger,wine
14586,BBLL TKY GROUND,Kroger,"meat, seafood, & poultry"
14587,KKRO FIBER BROWNIESPC,Kroger,baking
14588,YPLT YOGURTT PPC,Kroger,dairy
14589,LFSVR MINTS,Kroger,candy & gum
14590,FSBALDDUE,Publix,not an item
14591,TANDOOR CHEF,Publix,frozen foods
14592,DRNK MIX,Kroger,beverages
14593,K RIBS,Publix,"meat, seafood, & poultry"
14594,SHEBA URKEY,Publix,pets
14595,KELL FRSTDMINI,Kroger,breakfast & cereal
14596,HFTY PLASTIC CUP,Kroger,household essentials
14597,FRUTTARE BAR PNAPL,Kroger,frozen foods
14598,SAVE 50 POTATOES,Kroger,produce
14599,BBIC SOLEIL RAZOR,Publix,beauty & grooming
14600,KKRO PIZZA PPC,Kroger,frozen foods
14601,NUMBER CANDLE,Kroger,household essentials
14602,CLASSIC GUAC DM,Kroger,"snacks, cookies, & chips"
14603,SUSHI DELIGHT,Publix,"meat, seafood, & poultry"
14604,PURCCHASE,Publix,not an item
14605,KKRO SFGELATINMIX,Kroger,baking
14606,BELG PARMSN CHEESE,Publix,dairy
14607,WLLM SAUSAGE MILD,Kroger,"meat, seafood, & poultry"
14608,LABR MLTIGRN,Kroger,bakery
14609,PPEPS COLA,Kroger,beverages
14610,OXICLEAN HD PACS,Publix,household essentials
14611,SUSHI PLUS TRIO,Kroger,"meat, seafood, & poultry"
14612,WT YELLOW SWTDONIONS,Safeway,produce
14613,OLE FRUIT,Kroger,canned goods & soups
14614,SOBE SMOOTH,Kroger,beverages
14615,REMAINIING,Kroger,not an item
14616,STCCFGRD A EGGS,Kroger,dairy
14617,POST COCOA,Kroger,breakfast & cereal
14618,ST SPICY SALAMI,Kroger,deli
14619,GER SALINGS,Kroger,not an item
14620,PBX PROVOLONE SLIC,Publix,dairy
14621,WT JUMBO YLWOONIONS,Safeway,produce
14622,BBH DLX COOKED HAM,Kroger,deli
14623,OGRT,Kroger,dairy
14624,S VIDAL,Kroger,beauty & grooming
14625,SLVF KRAUT,Kroger,canned goods & soups
14626,101000 SAVINGS,Kroger,not an item
14627,MNTGMRY INN BBQ,Kroger,"condiments, sauces & seasonings"
14628,FRISKIESCAT F00D,Kroger,pets
14629,STO ITALIAN STYLE,Publix,"condiments, sauces & seasonings"
14630,CHK BRST PPC,Kroger,"meat, seafood, & poultry"
14631,FLSCHMN MUFFIN MIX,Publix,baking
14632,FRZN MX VEG,Kroger,frozen foods
14633,DDEBIT U,Kroger,not an item
14634,CHICKN BRSTNNUGGET,Publix,frozen foods
14635,T LEMONADE,Kroger,beverages
14636,ARIZONA EA,Kroger,beverages
14637,SOUP PPC,Kroger,canned goods & soups
14638,KRO STK SSNG,Kroger,"condiments, sauces & seasonings"
